id,text,label,emoji,tag
238,azealia banks call iggy igloo australian . <repeated> <allcaps> wow <elongated> </allcaps> an incredible rapper diss another one,1,,"<elongated>,</allcaps>,<allcaps>,<repeated>"
239,why i love penguins of madagascar <hashtag> humor </hashtag> <hashtag> relief comedy </hashtag>,0,,"<hashtag>,</hashtag>"
240,"amen 🙏 . <repeated> i love this ! if you did not plan , then it ' s your problem 😜 <hashtag> truth </hashtag> emergency pearl . <repeated> <url>",0,"🙏,😜","<hashtag>,<url>,</hashtag>,<repeated>"
241,remember that one episode santana wanted to be a dancer but then forgot about it altogether . good times . good times . <hashtag> glee </hashtag>,1,,"<hashtag>,</hashtag>"
242,i may need to reread the books but did we ever find out what draco ' s boggart was ? <user> <hashtag> harry potter </hashtag> <hashtag> draco malfoy </hashtag>,0,,"<hashtag>,</hashtag>,<user>"
243,my future ? i still enjoy it playing football too much and i play with passion totti . <repeated> oh no the team is doomed . <repeated> <hashtag> as roma </hashtag>,1,,"<hashtag>,</hashtag>,<repeated>"
244,"religion is unfounded , else , allah would have saved the kids . . <user> <user> <hashtag> peshawar attack </hashtag> <hashtag> pak school siege </hashtag>",1,,"<hashtag>,</hashtag>,<user>"
245,<user> who france ? impede free market capitalism ? socialists ? no . <repeated> not france . <repeated> <hashtag> shocker </hashtag> <hashtag> uber </hashtag> rocks . suck it france .,1,,"<hashtag>,</hashtag>,<repeated>,<user>"
246,my dogs like to be nice and toasty while relaxing at home <hashtag> adorable </hashtag> <hashtag> puppy </hashtag> <hashtag> so cute </hashtag> <hashtag> i can t </hashtag> <url>,0,,"<hashtag>,<url>,</hashtag>"
247,<user> <user> missing the bants at work today <hashtag> ha </hashtag> <hashtag> ha </hashtag> <hashtag> ha </hashtag> <hashtag> shit bants </hashtag>,1,,"<hashtag>,</hashtag>,<user>"
248,<url> <hashtag> f ollow </hashtag> <allcaps> the </allcaps> <hashtag> money </hashtag> <hashtag> hom ebiz </hashtag> <allcaps> not </allcaps> <hashtag> mlm </hashtag> <allcaps> note you can get paid for posting on </allcaps> . <repeated> <url>,0,,"<url>,</allcaps>,<allcaps>,</hashtag>,<hashtag>,<repeated>"
249,<user> <user> haha that ' s cool ! i had a feeling i ' d need a considering the actual racist comments . keep up the good fight <wink>,0,,"<wink>,<user>"
250,gawd ! i love <time> lectures and <number> <time> lectures .,1,,"<number>,<time>"
251,oh look at me ! i am making people happy ! i am a magical man from happy land ! who lives in a gumdrop house on lolly pop lane !,1,,
252,<user> one old fart to another are you ever too tired to get up and go to bed ? <hashtag> all the time </hashtag>,0,,"<hashtag>,</hashtag>,<user>"
253,i find this far <elongated> too funny 😂 😂 <hashtag> wow </hashtag> <hashtag> can </hashtag> <hashtag> u </hashtag> <url>,0,😂,"<hashtag>,<url>,</hashtag>,<elongated>"
254,<user> what happens if <allcaps> i rt </allcaps> ?,0,,"</allcaps>,<allcaps>,<user>"
255,when some police officers pursue daring villains the way abusers pursue frightened prey . <hashtag> police officer </hashtag> <hashtag> abuser </hashtag> <hashtag> villain </hashtag> <hashtag> prey </hashtag>,1,,"<hashtag>,</hashtag>"
256,<user> <user> <user> <user> <user> <user> <user> <user> <user> all the best <number>,0,,"<number>,<user>"
257,what do you call a chinese millionaire ?,0,,
258,today is already shaping up to be fabulous,1,,
259,<user> i guess not . stop insulting me .,0,,<user>
260,it ' s not even <number> and i have already called the cops twice . <repeated> damn i love my job 😒,1,😒,"<number>,<repeated>"
261,the of taking a break from reading about <hashtag> social media </hashtag> to check my social media .,1,,"<hashtag>,</hashtag>"
262,one season down <number> togo ! <hashtag> one tree hill </hashtag>,0,,"<hashtag>,<number>,</hashtag>"
263,i am over these white hoes,1,,
264,<allcaps> cia </allcaps> report highlighting the stark differences b / t the present and former administrations ' approach to nat ' l security .,1,,"</allcaps>,<allcaps>"
265,all i want for christmas is . <repeated> the complimentary coaster offered by the title insurance company if i generate a quick quote to myself .,1,,<repeated>
266,<user> did you get fat on your honeymoon ?,0,,<user>
267,<user> so i gave up and am now heading for bed orz,0,,<user>
268,"they do not sing live , but they sure are hella good looking <hashtag> smh </hashtag>",0,,"<hashtag>,</hashtag>"
269,and the day started civilised <hashtag> appointments </hashtag> <hashtag> road </hashtag> trip <hashtag> best day ever </hashtag> <hashtag> never laughed </hashtag> as much . <repeated> tks to . <repeated> <url>,0,,"<hashtag>,<url>,</hashtag>,<repeated>"
270,gotta record my favorite show tamar and vince season finale ! <repeated> 💜,0,💜,<repeated>
271,<user> <user> <user> <user> <user> <user> m <elongated> 😂 😂 😂,0,😂,"<elongated>,<user>"
272,not this room please i do not want this,0,,
273,i love when i write a tweet wrong . 😊,1,😊,
274,this is great . <repeated>,1,,<repeated>
275,<user> ill see if i can 😉,0,😉,<user>
276,"managing to fall flat on my face up the library stairs , has just made it to the top of my list of proudest student moments",1,,
277,"juugin everything , niggas got warrants to pay",1,,
278,oh how i love fainting randomly,1,,
279,<user> now that ' s just mean .,1,,<user>
280,<user> probably a nigerian .,1,,<user>
281,i feel the most comforted when the misinformed are the most vocal . <hashtag> please don t speak </hashtag>,1,,"<hashtag>,</hashtag>"
282,sexist article in the daily fail about men wasting money on cycling accompanied by recommendation for a handbag costing <money> .,1,,<money>
283,<user> <happy> thank you so much . such a generous display of kindness from your side .,0,,"<happy>,<user>"
284,sarcasm is the only thing i like .,0,,
285,"<user> so when tory stood up and thanked ford for his service to the city , i wanted to barf .",0,,<user>
286,<url> <hashtag> teen anal casting </hashtag> <hashtag> what </hashtag> what is the creampie crusade ?,0,,"<hashtag>,<url>,</hashtag>"
287,<user> <user> <user> <user> tweeted this at me yesterday,0,,<user>
288,"damn i lost a lot of followers , probs cuz i do not tweet much related to <user> anymore",0,,<user>
289,why must i pay more for car insurance when i do not have to ? do not get ripped off trust goskippy <url>,0,,<url>
290,<user> <user> johny ur cracking me up on facebook chatting up my mate 😆 😆 😆,0,😆,<user>
291,<user> i just did it . what ' s the prize ?,0,,<user>
292,retweet <user> to have a book signing and screening in your area . <url> <url>,0,,"<url>,<user>"
293,fuck getting a flat tire and my car dying coming home from work at <time> . thanks god for my friends . great way to end / start my day,1,,<time>
294,"hiring managers are willing to wait for 3 0 days for a guy who can join immediately , but cannot take a guy with 3 0 days notice period .",1,,
295,she ' s got something you just can not trust it ' s something mysterious . <repeated>,0,,<repeated>
296,"<user> well since he ' s basically an employee of the oil and gas sector , it would make sense that he operates this way .",0,,<user>
297,not even <time> and i can already see this is going to be a wonderful day <hashtag> need more coffee </hashtag>,1,,"<hashtag>,</hashtag>,<time>"
298,i can always count on freshmen to make the library loud . <allcaps> thanks </allcaps>,1,,"</allcaps>,<allcaps>"
299,"yeah hastings , rose , bird and beer is a much better <number> <number> than richardson , zampa , laughlin and tait .",1,,<number>
300,<user> <user> least i could do for barging into your convo !,0,,<user>
301,just delivered <user> <hashtag> cronuts </hashtag> to <user> hmm <elongated> its for a customer i hope ! <repeated> <url>,1,,"<url>,<elongated>,</hashtag>,<user>,<hashtag>,<repeated>"
302,<user> jackie just had the best joke i have heard in awhile 😂 😩 🙈 🙈 🙈,1,"🙈,😩,😂",<user>
303,working hard right now <url>,1,,<url>
304,<user> but it wasn ' t as bad as that picture seemed to indicate . you are still a very horrible person .,1,,<user>
305,happy monday ! hate mondays .,1,,
306,<hashtag> nuff said </hashtag> <hashtag> stupidity </hashtag> <hashtag> had enough </hashtag> lols 😂 😃 <url>,0,"😃,😂","<hashtag>,<url>,</hashtag>"
307,we all have them people on instagram who put the most pointless hashtags <hashtag> can </hashtag> <hashtag> you </hashtag>,0,,"<hashtag>,</hashtag>"
308,<user> haha i also had <number> . <repeated> cheers bro ! <repeated>,0,,"<number>,<repeated>,<user>"
309,<user> <user> <user> i agree . you can see that from the videos and photos that were taken two hours after the shooting .,1,,<user>
310,"<user> i think being gay is wrong , its like people chose to be gay just to piss off the magic old man that lives in the sky",1,,<user>
311,"<user> also , i would not that my tone was joking , though it ' s difficult to properly convey that in a tweet .",1,,<user>
312,another <user> moment . we can not be bothered to fix your broadband problem but would you like to buy an iphone 6 of us ! <allcaps> hell no </allcaps> ! <repeated>,1,,"</allcaps>,<allcaps>,<repeated>,<user>"
313,photo cheers ! <hashtag> vodka </hashtag> <hashtag> mother </hashtag> <hashtag> energy </hashtag> <hashtag> drink </hashtag> <hashtag> tipsy </hashtag> <hashtag> on </hashtag> <hashtag> one </hashtag> <hashtag> drink </hashtag> <hashtag> cadbury </hashtag> <hashtag> alcoholic </hashtag> <hashtag> friday </hashtag> . <repeated> <url>,1,,"<hashtag>,<url>,</hashtag>,<repeated>"
314,why does mostella get as much or more playing time as hubbs . <repeated> idk might be wrong but i do not understand that,0,,<repeated>
315,"lifes like a bird , its pretty cute until it craps on your head . <hashtag> gharwapsi </hashtag> <hashtag> 72 hours of crazy </hashtag> <hashtag> power of five </hashtag> <hashtag> lol </hashtag> <hashtag> anti conversion law </hashtag>",1,,"<hashtag>,</hashtag>"
316,this gone be some fire ! 🔥 <date> <hashtag> get lifted </hashtag> <url>,0,,"<hashtag>,<url>,</hashtag>,<date>"
317,<url> in light of the <hashtag> murders </hashtag> of two <allcaps> nypd </allcaps> officers inspired by <hashtag> icant breathe </hashtag> should . <repeated> <url>,0,,"<url>,</allcaps>,<allcaps>,</hashtag>,<hashtag>,<repeated>"
318,my secret name is lizard squad . i like to ruin people ' s fun time . follow and rt to a billion and you will have fun . <hashtag> psn </hashtag> <hashtag> give it up </hashtag>,1,,"<hashtag>,</hashtag>"
319,<user> thank you for staying tom !,0,,<user>
320,left home at <time> and still trying to get to work . i just want to cry ! <repeated> <hashtag> happy monday </hashtag>,1,,"<hashtag>,<repeated>,</hashtag>,<time>"
321,"spider web lace chemise with lined underwire cups , strappy open back , and adjustable straps and . <repeated> <url>",0,,"<url>,<repeated>"
322,<user> sometimes you have to forget what you feel and remember what you deserve .,0,,<user>
323,oversleeping is the best <elongated> .,1,,<elongated>
324,how do i make more money now in my business ? loral langemeire ' s best seller the millionaire maker . get your copy <url>,0,,<url>
325,what an awesome performance by the choral students <user> tonight ! they are developing young stars of the future right here in <hashtag> yeg </hashtag> !,0,,"<hashtag>,</hashtag>,<user>"
326,<user> i dont know what it is but i am in love your products christmas heaven ! <hashtag> love </hashtag> <hashtag> skin care </hashtag> <hashtag> beauty </hashtag> 👍 💚 🛀 . <url>,0,👍,"<hashtag>,<url>,</hashtag>,<user>"
327,"watching the move ' begin again ' and the verisimilitude is overpowering , it ' s like i am back in the 9 0 s music business again .",1,,
328,morgan just asked me if i wanted to play a game with him on his xbox . usually i can not even look at it .,0,,
329,<user> i will be a bit sweaty by the time i get to you !,0,,<user>
330,"honking at me whilst you drive past so romantic , it makes me want to trace you through your number plate and be with you forever",1,,
331,<user> ca h tweetin bout <hashtag> black lives matter </hashtag> and <hashtag> i cant breathe </hashtag> newsvid <url> start at <url> beatsebt,0,,"<hashtag>,<url>,</hashtag>,<user>"
332,"wow , look at you hotshot . <hashtag> is that a joke </hashtag>",1,,"<hashtag>,</hashtag>"
333,it was so incredible to hear justice ginsburg speak today . she truly is an inspiration .,0,,
334,this clinical psychology exam is gunna be the main cause of whatever mental disorder i develop,1,,
335,<user> i do not recall dalai lama talking about busty girls and celebs but apart from that . <repeated>,1,,"<repeated>,<user>"
336,twirra is <allcaps> not </allcaps> a place . rt <user> twitter a place where virgins will be tweeting sexual and hoes will be forming saint . <repeated>,1,,"</allcaps>,<allcaps>,<repeated>,<user>"
337,just dropped my new single it ' s me i am single,1,,
338,<user> <user> a protest is not peaceful if its forcefully stopping me to earn my livelihood .,0,,<user>
339,is not it great to sleep <number> hours and feel like a million bucks ? <hashtag> getting old </hashtag>,1,,"<hashtag>,<number>,</hashtag>"
340,some people just do not listen . <repeated> ah well guess they will learn the hard way,0,,<repeated>
341,all hell is breaking loose . <repeated> ah <elongated> everybody freak out,1,,"<elongated>,<repeated>"
342,experts doubt north korea hacked sony « <allcaps> cbs </allcaps> dallas / fort worth <url> <hashtag> hacker </hashtag> <hashtag> hacked </hashtag>,1,,"<url>,</allcaps>,<allcaps>,</hashtag>,<hashtag>"
343,<user> the stuff press write about it literally ridiculous ! would it be harsh to point out the lack of literacy here ? <hashtag> ghostwriter </hashtag>,1,,"<hashtag>,</hashtag>,<user>"
344,<user> are you looking at the wrong profile picture ?,0,,<user>
